customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Location ID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
2675-IJRGJ,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978,No,ZCVXUR2872,1,United States,California,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175
7049-GKVZY,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,No,IIWNXW7279,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228
8577-QSOCG,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,746.05,No,TWUNVF8986,1,United States,California,Berkeley,94703,"37.863843, -122.275684",37.863843,-122.275684
3721-CNZHX,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,304.6,No,CXYTBF8326,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597
0212-ISBBF,Female,0,No,No,22,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,No,HEFXEJ1923,1,United States,California,Berkeley,94705,"37.858898, -122.240512",37.858898,-122.240512
9185-TQCVP,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes,WZTFHR8541,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192
3585-YNADK,Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),74.6,4368.95,No,XCSSIF8599,1,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.279391
5271-DBYSJ,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,No,VGWGIW6622,1,United States,California,Berkeley,94708,"37.897743, -122.263124",37.897743,-122.263124
1099-GODLO,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,No,YZPMLP8321,1,United States,California,Berkeley,94709,"37.878554, -122.26609",37.878554,-122.26609
6828-HMKWP,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.05,262.05,No,XPPCZR4421,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.303708
5567-WSELE,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,Yes,YLVTYV8931,1,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941
1472-TNCWL,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,No,WBYOAM7822,1,United States,California,El Sobrante,94803,"37.963995, -122.288296",37.963995,-122.288296
8063-RJYNF,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes,GZUIVQ9832,1,United States,California,Richmond,94804,"37.921034, -122.341798",37.921034,-122.341798
0687-ZVTHB,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,Yes,RSYTPZ1678,1,United States,California,Richmond,94805,"37.941456, -122.320968",37.941456,-122.320968
2080-GKCWQ,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,No,BHFUYX8978,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635
9661-ACXBS,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes,WALNCW5546,1,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452
2193-SFWQW,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,No,YWEUOO9395,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024
5656-JAMLX,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,No,NTUZMJ5282,1,United States,California,Greenbrae,94904,"37.946617, -122.563571",37.946617,-122.563571
3462-BJQQA,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.65,No,DMFOWG1182,1,United States,California,Belvedere Tiburon,94920,"37.885629, -122.46858",37.885629,-122.46858
0442-TDYUO,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,1036,No,LRYAHA5733,1,United States,California,Bodega,94922,"38.343282, -122.9755",38.343282,-122.9755
6733-LRIZX,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,No,AAXHKP4116,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165,-123.037957
9503-XJUME,Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.65,928.4,No,SAEUFI9482,1,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379
4367-NHWMM,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,24.9,No,WLJMQD3865,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694
3727-RJMEO,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,460.25,Yes,YUTCDY2293,1,United States,California,Rohnert Park,94928,"38.34719, -122.697822",38.34719,-122.697822
3779-OSWCF,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,No,HSVQGP7482,1,United States,California,Dillon Beach,94929,"38.24458, -122.956268",38.24458,-122.956268
6736-DHUQI,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,5598.3,No,TXHATJ1989,1,United States,California,Fairfax,94930,"37.971751, -122.611873",37.971751,-122.611873
3915-ODIYG,Male,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.75,4374.55,No,FEWCOY2335,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215,-122.718742
1360-RCYRT,Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,No,NPDUFR4788,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442
2724-FJDYW,Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,No,HJJGRY4624,1,United States,California,Inverness,94937,"38.099323, -122.945723",38.099323,-122.945723
4451-RWASJ,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,239.75,No,AGZXQR1694,1,United States,California,Lagunitas,94938,"38.021772, -122.691744",38.021772,-122.691744
6646-VRFOL,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,Yes,NEVAIK3941,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369
3460-TJBWI,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,609.05,No,SKFXNY3715,1,United States,California,Marshall,94940,"38.129308, -122.834815",38.129308,-122.834815
5917-HBSDW,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,No,LCPICT2853,1,United States,California,Mill Valley,94941,"37.901371, -122.572024",37.901371,-122.572024
5685-IIXLY,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,Yes,DJYDEM4387,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683
5671-UUNXD,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,No,QIKCDQ7795,1,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566
0956-ACVZC,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,No,NKWNDT8969,1,United States,California,Novato,94947,"38.112166, -122.634384",38.112166,-122.634384
2325-NBPZG,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,No,EUPCPD2882,1,United States,California,Novato,94949,"38.067204, -122.524004",38.067204,-122.524004
4250-ZBWLV,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,Yes,NTRXDX3732,1,United States,California,Olema,94950,"38.052209, -122.775567",38.052209,-122.775567
4482-FTFFX,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,No,MNVLWJ4769,1,United States,California,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352
8859-DZTGQ,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,689.75,No,YOZHTI6865,1,United States,California,Petaluma,94952,"38.237018, -122.77872",38.237018,-122.77872
0440-MOGPM,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,No,VCXAQF5527,1,United States,California,Petaluma,94954,"38.235021, -122.557332",38.235021,-122.557332
0020-JDNXP,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,1993.2,No,XDUUAY7185,1,United States,California,Point Reyes Station,94956,"38.060264, -122.830646",38.060264,-122.830646
3752-CQSJI,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,254.5,No,ETJVSY4916,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026
5025-GOOKI,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,No,INEXHV6769,1,United States,California,San Geronimo,94963,"38.00474, -122.663717",38.00474,-122.663717
4698-KVLLG,Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,No,KSVFGX6241,1,United States,California,San Quentin,94964,"37.942551, -122.491642",37.942551,-122.491642
5095-AESKG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Yes,RFFTYM5151,1,United States,California,Sausalito,94965,"37.848641, -122.515692",37.848641,-122.515692
2887-JPYLU,Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No,VIXFCI5872,1,United States,California,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562
4770-QAZXN,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,No,BTBVFA1482,1,United States,California,Tomales,94971,"38.240769, -122.901041",38.240769,-122.901041
4896-CPRPF,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,809.25,No,OBBARP5559,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056
1871-MOWRM,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Yes,ADRGUO1894,1,United States,California,Woodacre,94973,"38.005839, -122.638155",38.005839,-122.638155
9714-EDSUC,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,No,HIAFJB9774,1,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813
2027-OAQQC,Female,0,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Yes,PZZZVC1479,1,United States,California,Aptos,95003,"37.013471, -121.877877",37.013471,-121.877877
0282-NVSJS,Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,No,KRHNNG1123,1,United States,California,Aromas,95004,"36.878364, -121.629781",36.878364,-121.629781
9090-SGQXL,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes,HNXQOW9883,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.090386
6595-YGXIT,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,Yes,EUSBLH2529,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",37.171727,-122.142961
7353-YOWFP,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,No,FUJOES3775,1,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106902,-122.100006
9835-ZIITK,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,Yes,MNNJTP9898,1,United States,California,Campbell,95008,"37.279689, -121.954567",37.279689,-121.954567
8008-ESFLK,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,No,AZDQRP6198,1,United States,California,Capitola,95010,"36.977025, -121.952864",36.977025,-121.952864
7537-CBQUZ,Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,No,JEETMR6232,1,United States,California,Castroville,95012,"36.784481, -121.759054",36.784481,-121.759054
1555-DJEQW,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes,OJCUVL6392,1,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621
5649-TJHOV,Male,1,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032,Yes,OPXVFE4767,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.237162
0519-XUZJU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,Yes,DZKRUK6929,1,United States,California,Felton,95018,"37.089111, -122.062213",37.089111,-122.062213
3363-EWLGO,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,No,APWIZK3496,1,United States,California,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559
4750-UKWJK,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,No,EXPPPQ7493,1,United States,California,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.528955
6338-AVWCY,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,Yes,BGDPAK8629,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
1689-YQBYY,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893,No,WNSYJN8173,1,United States,California,Los Gatos,95030,"37.222842, -121.988727",37.222842,-121.988727
4487-ZYJZK,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,No,KIUQLN6218,1,United States,California,Los Gatos,95032,"37.233034, -121.947427",37.233034,-121.947427
2959-FENLU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,No,QFOAYD6155,1,United States,California,Los Gatos,95033,"37.160194, -121.945611",37.160194,-121.945611
0708-LGSMF,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,No,NQKDLJ3965,1,United States,California,Milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502
9253-QXKBE,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,Yes,ZETDPM2734,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371
7634-HLQJR,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,No,OOHKIF3998,1,United States,California,Moss Landing,95039,"36.863303, -121.781632",36.863303,-121.781632
0487-RPVUM,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,No,VKORJJ6292,1,United States,California,Mount Hermon,95041,"37.051166, -122.056194",37.051166,-122.056194
4079-ULGFR,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,275.7,No,QLRLPL7247,1,United States,California,Paicines,95043,"36.525703, -120.952122",36.525703,-120.952122
2516-XSJKX,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,No,XFQUJC8926,1,United States,California,San Juan Bautista,95045,"36.810568, -121.503022",36.810568,-121.503022
0057-QBUQH,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,No,TLSLBN3355,1,United States,California,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417
9445-SZLCH,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Yes,OXIUWP2861,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417
6599-SFQVE,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,340.4,No,YRJJYG1845,1,United States,California,Santa Clara,95051,"37.348129, -121.98469",37.348129,-121.98469
8331-ZXFOE,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2,No,ATHDUO9435,1,United States,California,Santa Clara,95054,"37.393554, -121.965114",37.393554,-121.965114
4003-FUSHP,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,No,BRFJDR7297,1,United States,California,Santa Cruz,95060,"36.993451, -122.098858",36.993451,-122.098858
0356-ERHVT,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,No,QRILOO7443,1,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149
7325-ENZFI,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,No,NMQJFD9615,1,United States,California,Santa Cruz,95064,"37.007882, -122.065975",37.007882,-122.065975
4884-ZTHVF,Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,No,KNNPRC5652,1,United States,California,Santa Cruz,95065,"37.031404, -121.981865",37.031404,-121.981865
3920-HIHMQ,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,1265.65,No,UQIXMY5838,1,United States,California,Scotts Valley,95066,"37.070177, -122.010077",37.070177,-122.010077
3055-OYMSE,Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,No,XFEPGP6182,1,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257772,-122.051824
0613-WUXUM,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,1401.4,No,SAAIUX3878,1,United States,California,Soquel,95073,"37.023669, -121.946461",37.023669,-121.946461
7568-PODML,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,RLFEMP2177,1,United States,California,Watsonville,95076,"36.931654, -121.752383",36.931654,-121.752383
4458-KVRBJ,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1510.5,No,QLEIDB4736,1,United States,California,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019
5349-IECLD,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,Yes,COKVGX1944,1,United States,California,San Jose,95111,"37.284265, -121.827673",37.284265,-121.827673
1397-XKKWR,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,264.8,No,ZSWTQP7253,1,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119
3945-GFWQL,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,Yes,YQEVMJ6598,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147
8097-OMULG,Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,No,MCYTKX6527,1,United States,California,San Jose,95116,"37.350284, -121.852855",37.350284,-121.852855
6013-BHCAW,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,No,PTHYPW1637,1,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786
0401-WDBXM,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,No,EGBATP5433,1,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838
3387-PLKUI,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,251.25,No,PGQWNG8574,1,United States,California,San Jose,95119,"37.233226, -121.78809",37.233226,-121.78809
6096-EGVTU,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,No,UUZHZD4742,1,United States,California,San Jose,95120,"37.186141, -121.843554",37.186141,-121.843554
3797-VTIDR,Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,Yes,RJNZWK3866,1,United States,California,San Jose,95121,"37.304681, -121.809955",37.304681,-121.809955
5081-NWSUP,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,No,TCJOCV2936,1,United States,California,San Jose,95122,"37.32886, -121.834567",37.32886,-121.834567
2580-ATZSQ,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,3874.1,No,PGUDZW5129,1,United States,California,San Jose,95123,"37.238758, -121.828375",37.238758,-121.828375
8085-MSNLK,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,6891.4,No,HWFGGB5819,1,United States,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.923037
9691-HKOVS,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,4916.95,No,SKTJAK8563,1,United States,California,San Jose,95125,"37.294926, -121.894763",37.294926,-121.894763
9881-VCZEP,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373,No,KSNAEK3846,1,United States,California,San Jose,95126,"37.327069, -121.916819",37.327069,-121.916819
9526-BIHHD,Male,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,Yes,CRXCKU6895,1,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,-121.795867
8757-TFHHJ,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,SIYNVM2241,1,United States,California,San Jose,95128,"37.316146, -121.936285",37.316146,-121.936285
4523-WXCEF,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,Yes,DQUAGJ8776,1,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887
1468-DEFNC,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,1548.65,No,XABTPH5823,1,United States,California,San Jose,95130,"37.277592, -121.986477",37.277592,-121.986477
5119-KEPFY,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,No,KZFNYB4166,1,United States,California,San Jose,95131,"37.387027, -121.897775",37.387027,-121.897775
8364-TRMMK,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,Yes,SKOLII1475,1,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841
